ap,d1_gender,d2_age,d3_education,d5_language,d6_religion,District,Division_Display,Division_Source,Source_code,TVS,ur_n,Weight,Year,zPR,Options,ICM Number,English Question,Urdu Question
Total,Female,Age Not Asked,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,50+,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Urdu,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Under 30,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Saraiki,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Urdu,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Under 30,Education Not Asked,Punjabi,Religion Not Asked,GUJRAT DISTRICT,Gujranwala,Gujrat,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Language Not Asked,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Balochi,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,50+,Education Not Asked,Urdu,Religion Not Asked,GUJRAT DISTRICT,Gujranwala,Gujrat,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Punjabi,Religion Not Asked,FAISALABAD DISTRICT,Faisalabad,Faisalabad,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Language Not Asked,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Under 30,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Urdu,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Age Not Asked,Education Not Asked,Punjabi,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Under 30,Education Not Asked,Urdu,Religion Not Asked,GUJRAT DISTRICT,Gujranwala,Gujrat,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,GUJRAT DISTRICT,Gujranwala,Gujrat,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Language Not Asked,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Language Not Asked,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Age Not Asked,Education Not Asked,Language Not Asked,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Under 30,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Punjabi,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,GUJRAT DISTRICT,Gujranwala,Gujrat,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,FAISALABAD DISTRICT,Faisalabad,Faisalabad,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Urdu,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Age Not Asked,Education Not Asked,Language Not Asked,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,SARGODHA DISTRICT,Sargodha,Sargodha,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,Under 30,Education Not Asked,Urdu,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,DK/NR,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,30 – 50,Education Not Asked,Punjabi,Religion Not Asked,LAHORE DISTRICT,Lahore,Lahore,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Beneficial,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Age Not Asked,Education Not Asked,Urdu,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Saraiki,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Age Not Asked,Education Not Asked,Urdu,Religion Not Asked,MULTAN DISTRICT,Multan,Multan,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Female,30 – 50,Education Not Asked,Urdu,Religion Not Asked,SAHIWAL DISTRICT,Sahiwal,Sahiwal,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,No difference,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
Total,Male,Under 30,Education Not Asked,Urdu,Religion Not Asked,GUJRAT DISTRICT,Gujranwala,Gujrat,TVS,TVS 21003,Urban,0.456133776,2010,Punjab,Harmful,ICM_Q122,"In your view, Prime Minister Gilani is beneficial for PPP, harmful or no difference?","آپ کے خیال میں وزیراعظم یوسف رضا گیلانی سے پیپلز پارٹی کو فائدہ ہو رہا ہے،نقصان ہو رہا ہے یا کوئی فرق نہیں پڑھ رہا ؟"
